unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
20,NA,NA,4,2,NA,NA,--42--,0,0.75,0,4,3,0,1,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,1,7
21,NA,NA,NA,NA,NA,NA,------,0,0.5,0,10,3,1,1,0,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,0,0,6
22,NA,NA,3,4,NA,NA,--34--,0,0.5,1,4,3,1,0,1,0.5,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,7
23,NA,NA,5,6,NA,NA,--56--,0,0.5,0,3,4,0,1,0.5,0,1,1,1,0,0,NA,3
24,NA,NA,5,2,NA,NA,--52--,0,0.75,1,4,2,1,0,0,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,7
25,NA,NA,6,1,NA,NA,--61--,0,0.75,0,4,2,1,1,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,6
26,NA,NA,1,2,NA,NA,--12--,0,0.75,0,12,6,1,1,1,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,6
27,NA,NA,4,1,NA,NA,--41--,0,1,0,2,3,1,1,0.8399999737739563,0.75,1,1,1,1,0,1,3
28,NA,NA,4,2,NA,NA,--42--,0,0.5,1,1,2,0,0,0.5,0.5,0.5,0.5,0.6700000166893005,0,0,NA,3
29,NA,NA,4,3,NA,NA,--43--,0,0.75,1,9,3,1,0,0.1599999964237213,0.5,0.5,0.5,0.5,0,1,0,4
30,NA,NA,3,2,NA,NA,--32--,0,0.75,0,4,3,1,1,0.8399999737739563,1,1,1,1,0,1,1,5
31,NA,NA,4,2,NA,NA,--42--,0,1,1,4,2,1,0,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,7
32,NA,NA,5,4,NA,NA,--54--,0,0.5,0,12,4,1,1,0.5,0.75,1,1,1,0,0,NA,6
33,NA,NA,4,3,NA,NA,--43--,0,0.5,1,7,5,1,0,0,0.5,0.5,0.6700000166893005,0.5,0,0,0,8
34,NA,NA,4,1,NA,NA,--41--,0,0.75,0,2,3,1,1,0.1599999964237213,0.75,0.6700000166893005,0.33000001311302185,0.5,1,0,0,2
35,NA,NA,6,3,NA,NA,--63--,0,1,0,5,2,1,1,0,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,1,0,3
36,NA,NA,4,1,NA,NA,--41--,0,1,0,4,4,0,1,1,1,1,1,1,1,1,1,6
37,NA,NA,6,3,NA,NA,--63--,0,0.75,0,6,2,1,1,0.33000001311302185,0.75,1,0.8399999737739563,0.8399999737739563,0,0,NA,6
38,NA,NA,6,2,NA,NA,--62--,0,1,0,4,3,1,1,0,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,0,4
39,NA,NA,4,3,NA,NA,--43--,0,0.5,1,1,2,1,0,0.5,0.75,0,0,0,0,1,NA,5
40,NA,NA,6,4,NA,NA,--64--,0,0.25,1,5,5,1,0,0.33000001311302185,0.5,0.6700000166893005,0.6700000166893005,0.1599999964237213,0,1,NA,7
41,NA,NA,3,2,NA,NA,--32--,0,1,0,7,5,1,1,1,1,1,1,0.8399999737739563,0,0,1,4
42,NA,NA,4,3,NA,NA,--43--,0,0.5,0,2,2,1,1,0.6700000166893005,0.5,0.5,0.8399999737739563,0.6700000166893005,0,1,NA,2
43,NA,NA,3,6,NA,NA,--36--,0,0.75,0,5,5,1,1,0.5,0.5,0.5,0.6700000166893005,0.5,0,0,NA,6
44,NA,NA,1,2,NA,NA,--12--,0,0.75,1,4,5,1,0,0.6700000166893005,0.75,0.6700000166893005,0.6700000166893005,0.5,0,1,NA,6
45,NA,NA,6,4,NA,NA,--64--,0,0.5,0,9,2,1,1,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.1599999964237213,0,1,0,6
46,NA,NA,5,1,NA,NA,--51--,0,0.75,0,4,3,1,1,0.5,0.5,1,1,1,1,0,NA,8
47,NA,NA,NA,NA,NA,NA,------,0,1,0,4,6,1,1,1,1,0.8399999737739563,1,1,NA,1,1,7
48,NA,NA,4,2,NA,NA,--42--,0,1,0,4,2,1,1,0.5,1,0.8399999737739563,0.5,0.5,0,1,NA,2
49,NA,NA,6,1,NA,NA,--61--,0,1,1,3,5,1,0,0.8399999737739563,1,0.6700000166893005,0.33000001311302185,0.5,1,1,1,4
50,NA,NA,2,1,NA,NA,--21--,0,0.75,1,3,4,0,0,0.8399999737739563,0.75,1,1,1,1,1,1,7
51,NA,NA,4,5,NA,NA,--45--,0,0.5,0,13,5,1,1,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,0,2
52,NA,NA,2,3,NA,NA,--23--,0,0.75,0,6,6,1,1,1,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,NA,1,3
53,NA,NA,NA,NA,NA,NA,------,0,1,0,2,3,1,1,0,1,0.8399999737739563,1,1,NA,0,0,5
54,NA,NA,NA,NA,NA,NA,------,0,1,1,10,5,0,0,0.5,0.25,1,1,1,NA,0,NA,4
55,NA,NA,1,4,NA,NA,--14--,0,1,0,2,2,1,1,0.8399999737739563,1,1,1,1,0,1,1,2
56,NA,NA,1,2,NA,NA,--12--,0,1,0,2,2,1,1,1,1,1,1,1,0,1,1,5
57,NA,NA,6,2,NA,NA,--62--,0,1,0,2,5,1,1,0.33000001311302185,1,1,1,1,0,1,NA,7
58,NA,NA,1,3,NA,NA,--13--,0,0.75,0,4,6,1,1,0.6700000166893005,0.75,0.8399999737739563,1,0.6700000166893005,0,0,NA,6
59,NA,NA,4,2,NA,NA,--42--,0,1,0,3,4,0,1,1,1,1,1,1,0,1,1,2
60,NA,NA,6,3,NA,NA,--63--,0,0.75,0,3,4,1,1,0,0.75,1,1,1,0,1,0,4
61,NA,NA,6,4,NA,NA,--64--,0,1,1,5,3,0,0,0.8399999737739563,0.75,0.33000001311302185,0.6700000166893005,0.6700000166893005,0,0,1,2
62,NA,NA,5,1,NA,NA,--51--,0,1,0,3,4,0,1,0.8399999737739563,1,1,1,1,1,1,1,6
63,NA,NA,5,3,NA,NA,--53--,0,0.5,1,5,5,1,0,0,0.5,0.1599999964237213,0.33000001311302185,0.1599999964237213,0,0,0,8
64,NA,NA,6,2,NA,NA,--62--,0,0.75,0,5,2,1,1,0.33000001311302185,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
65,NA,NA,6,2,NA,NA,--62--,0,1,0,1,2,1,1,0.1599999964237213,1,1,1,1,0,1,0,6
66,NA,NA,1,5,NA,NA,--15--,0,0.5,1,10,5,1,0,0.33000001311302185,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,NA,5
67,NA,NA,5,3,NA,NA,--53--,0,0.25,0,12,6,1,1,0.8399999737739563,0.5,0.33000001311302185,0.8399999737739563,0.1599999964237213,0,0,1,4
68,NA,NA,6,1,NA,NA,--61--,0,0.75,0,6,6,0,1,0.8399999737739563,0.75,0.5,0.6700000166893005,0.6700000166893005,1,1,1,3
69,NA,NA,2,4,NA,NA,--24--,0,0.75,1,3,2,1,0,0.5,0.5,0.5,0.8399999737739563,0.6700000166893005,0,1,NA,3
70,NA,NA,4,5,NA,NA,--45--,0,0.5,1,2,2,0,0,1,0.5,0.33000001311302185,0.5,0.5,0,1,1,3
71,NA,NA,1,2,NA,NA,--12--,0,0.5,0,3,6,1,1,1,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,8
72,NA,NA,NA,NA,NA,NA,------,0,1,0,8,2,1,1,0.33000001311302185,1,0.8399999737739563,0.6700000166893005,0.5,NA,1,NA,5
73,NA,NA,4,2,NA,NA,--42--,0,1,1,3,3,0,0,0.8399999737739563,0.75,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,1,3
74,NA,NA,6,5,NA,NA,--65--,0,0.75,0,5,5,1,1,0,0.5,0.1599999964237213,0.33000001311302185,0,0,0,0,3
75,NA,NA,3,2,NA,NA,--32--,0,1,1,3,3,1,0,1,1,1,1,1,0,0,1,6
76,NA,NA,6,5,NA,NA,--65--,0,0.5,0,9,2,1,1,0,0.5,0.5,0.5,0.5,0,0,0,6
77,NA,NA,NA,NA,NA,NA,------,0,1,1,1,5,1,0,0.1599999964237213,1,0.8399999737739563,1,1,NA,1,0,6
78,NA,NA,4,2,NA,NA,--42--,0,0.75,1,3,2,0,0,1,0.75,0.8399999737739563,0.6700000166893005,0.8399999737739563,0,0,1,5
79,NA,NA,2,4,NA,NA,--24--,0,0.75,0,4,5,0,1,0.1599999964237213,0.5,0.5,0.5,0.5,0,0,0,3
80,NA,NA,4,2,NA,NA,--42--,0,1,1,5,3,1,0,0,1,0,0.5,0.5,0,1,0,4
81,NA,NA,6,3,NA,NA,--63--,0,0.75,0,9,3,0,1,0.8399999737739563,0.5,0.8399999737739563,1,0.6700000166893005,0,1,1,5
82,NA,NA,6,5,NA,NA,--65--,0,0.5,1,7,5,1,0,0,0,0.1599999964237213,0.33000001311302185,0.33000001311302185,0,0,0,6
83,NA,NA,NA,NA,NA,NA,------,0,0.75,1,8,6,1,0,0.5,0.75,0.8399999737739563,0.6700000166893005,0.5,NA,0,NA,5
84,NA,NA,6,2,NA,NA,--62--,0,1,1,2,3,0,0,1,0.75,1,1,1,0,1,1,3
85,NA,NA,4,5,NA,NA,--45--,0,0.5,1,8,6,0,0,0.5,0.25,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,5
86,NA,NA,4,2,NA,NA,--42--,0,0.75,1,5,5,0,0,0.33000001311302185,0.5,0.8399999737739563,0.5,0.6700000166893005,0,0,NA,5
87,NA,NA,3,1,NA,NA,--31--,0,1,0,3,3,1,1,0.6700000166893005,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,NA,3
88,NA,NA,6,5,NA,NA,--65--,0,0.5,1,10,6,0,0,0.33000001311302185,0.5,0.1599999964237213,0.5,0.33000001311302185,0,0,NA,5
89,NA,NA,1,6,NA,NA,--16--,0,0.75,1,3,3,0,0,0.6700000166893005,0.25,1,0.8399999737739563,0.6700000166893005,0,1,NA,3
90,NA,NA,5,3,NA,NA,--53--,0,0.75,1,13,6,1,0,0.33000001311302185,0.75,0.8399999737739563,0.6700000166893005,0.5,0,1,NA,5
91,NA,NA,NA,NA,NA,NA,------,0,1,0,4,4,1,1,0.8399999737739563,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,NA,0,1,4
92,NA,NA,1,2,NA,NA,--12--,0,0.75,1,5,5,1,0,0.8399999737739563,0.75,1,1,1,0,1,1,7
93,NA,NA,3,2,NA,NA,--32--,0,1,0,2,2,1,1,0.5,1,1,1,1,0,1,NA,7
94,NA,NA,5,3,NA,NA,--53--,0,0.75,0,2,5,1,1,0,0.5,0.5,0.5,0.33000001311302185,0,1,0,5
95,NA,NA,2,3,NA,NA,--23--,0,1,1,4,2,1,0,0.8399999737739563,0.75,0.8399999737739563,1,0.6700000166893005,0,0,1,7
96,NA,NA,4,2,NA,NA,--42--,0,1,1,3,3,0,0,1,1,1,1,1,0,0,1,6
97,NA,NA,6,4,NA,NA,--64--,0,1,1,4,6,1,0,0.1599999964237213,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,0,7
98,NA,NA,4,1,NA,NA,--41--,0,0.75,1,4,3,1,0,0.6700000166893005,0.5,0.5,0.5,0.5,1,0,NA,4
99,NA,NA,3,1,NA,NA,--31--,0,1,1,3,6,1,0,1,1,1,1,1,1,0,1,8
100,NA,NA,4,1,NA,NA,--41--,0,0.75,0,4,5,1,1,1,0.75,0.8399999737739563,0.8399999737739563,0.5,1,0,1,4
101,NA,NA,2,5,NA,NA,--25--,0,0.5,1,3,5,0,0,1,0.5,1,1,0.8399999737739563,0,1,1,5
102,NA,NA,2,3,NA,NA,--23--,0,0.75,1,9,6,1,0,1,0.75,1,1,0.8399999737739563,0,0,1,4
103,NA,NA,4,1,NA,NA,--41--,0,1,0,3,2,1,1,0.5,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,NA,7
104,NA,NA,4,1,NA,NA,--41--,0,1,1,7,5,1,0,0.5,1,0.6700000166893005,0.5,0.6700000166893005,1,0,NA,3
105,NA,NA,5,6,NA,NA,--56--,0,0.5,0,2,4,1,1,0.8399999737739563,0.25,0.1599999964237213,0.33000001311302185,0.1599999964237213,0,0,1,7
106,NA,NA,4,1,NA,NA,--41--,0,0.5,0,13,3,1,1,0,0.75,0.5,1,0.6700000166893005,1,0,0,4
107,NA,NA,1,2,NA,NA,--12--,0,1,0,3,5,1,1,0.5,1,0.8399999737739563,1,0.6700000166893005,0,0,NA,8
108,NA,NA,4,2,NA,NA,--42--,0,0.75,0,4,5,1,1,0.6700000166893005,0.75,0.8399999737739563,1,0.6700000166893005,0,1,NA,3
109,NA,NA,2,3,NA,NA,--23--,0,1,0,3,4,0,1,0.5,1,1,1,1,0,1,NA,5
110,NA,NA,6,2,NA,NA,--62--,0,0.5,1,4,3,1,0,0.1599999964237213,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,0,5
111,NA,NA,1,2,NA,NA,--12--,0,1,1,3,2,1,0,1,1,1,1,0,0,1,1,5
112,NA,NA,4,1,NA,NA,--41--,0,1,1,7,5,0,0,0.5,0.5,0.8399999737739563,0.6700000166893005,0.8399999737739563,1,0,NA,3
113,NA,NA,1,4,NA,NA,--14--,0,1,0,4,5,1,1,0.6700000166893005,0.25,1,1,1,0,0,NA,6
114,NA,NA,4,1,NA,NA,--41--,0,0.5,1,7,3,1,0,0.1599999964237213,0.5,0.5,0.6700000166893005,0.5,1,0,0,5
115,NA,NA,NA,NA,NA,NA,------,0,0.5,1,3,6,0,0,0.6700000166893005,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,1,NA,7
116,NA,NA,1,3,NA,NA,--13--,0,0.25,1,4,5,1,0,1,0.5,0.6700000166893005,0.8399999737739563,0.33000001311302185,0,1,1,7
117,NA,NA,5,4,NA,NA,--54--,0,0.5,1,8,6,1,0,0,0.5,0.33000001311302185,0.1599999964237213,0.1599999964237213,0,0,0,6
118,NA,NA,5,4,NA,NA,--54--,0,0.5,0,7,5,1,1,0.5,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,1,NA,4
119,NA,NA,3,1,NA,NA,--31--,0,1,0,13,6,1,1,0.5,1,0.5,0.6700000166893005,0.5,1,0,NA,5
120,NA,NA,6,3,NA,NA,--63--,0,0.75,1,4,4,NA,0,0.5,0.75,0.6700000166893005,0.8399999737739563,0.5,0,0,NA,7
121,NA,NA,6,3,NA,NA,--63--,0,0.75,0,2,2,NA,1,0.5,NA,1,1,1,0,0,NA,8
122,NA,NA,6,3,NA,NA,--63--,0,0.25,1,5,5,1,0,0.1599999964237213,0.25,0.33000001311302185,0.33000001311302185,0.1599999964237213,0,0,0,6
123,NA,NA,6,2,NA,NA,--62--,0,0.75,1,5,3,1,0,0.8399999737739563,0.75,0.6700000166893005,1,0.8399999737739563,0,1,1,7
124,NA,NA,5,1,NA,NA,--51--,0,0.75,0,5,3,1,1,0.1599999964237213,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,0,0,5
125,NA,NA,1,2,NA,NA,--12--,0,1,1,3,5,0,0,0.8399999737739563,1,1,1,1,0,1,1,3
126,NA,NA,1,2,NA,NA,--12--,0,1,1,2,2,1,0,0.5,0.5,0.6700000166893005,1,0.33000001311302185,0,0,NA,6
127,NA,NA,5,3,NA,NA,--53--,0,0.75,0,4,5,1,1,0.1599999964237213,0.75,0.8399999737739563,1,0.5,0,0,0,6
128,NA,NA,3,2,NA,NA,--32--,0,1,0,4,2,1,1,0.8399999737739563,1,1,1,1,0,0,1,4
129,NA,NA,NA,NA,NA,NA,------,0,0.75,1,13,5,1,0,1,0.5,0.8399999737739563,1,0.8399999737739563,NA,0,1,6
130,NA,NA,4,1,NA,NA,--41--,0,1,0,5,3,1,1,1,1,0.8399999737739563,1,0.6700000166893005,1,1,1,5
131,NA,NA,6,3,NA,NA,--63--,0,0.75,0,2,3,1,1,0.5,1,0.8399999737739563,0.8399999737739563,0.5,0,1,NA,6
132,NA,NA,6,3,NA,NA,--63--,0,0.5,0,3,5,1,1,0,0.5,0.6700000166893005,0.8399999737739563,0.8399999737739563,0,0,0,7
133,NA,NA,6,4,NA,NA,--64--,0,0.25,0,4,5,1,1,0,0.5,0.5,0.5,0.1599999964237213,0,1,0,6
134,NA,NA,NA,NA,NA,NA,------,0,1,0,3,2,1,1,0,1,1,1,1,NA,0,0,7
135,NA,NA,2,4,NA,NA,--24--,0,0.75,0,1,2,1,1,1,0.75,0.6700000166893005,0.8399999737739563,1,0,1,1,2
136,NA,NA,3,1,NA,NA,--31--,0,1,0,4,3,1,1,0.5,1,1,1,1,1,1,NA,7
137,NA,NA,4,5,NA,NA,--45--,0,1,1,3,3,0,0,0,1,1,1,1,0,0,0,4
138,NA,NA,2,4,NA,NA,--24--,0,0.5,1,13,6,0,0,1,0,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,1,4
139,NA,NA,6,4,NA,NA,--64--,0,0.25,0,2,5,1,1,0,0.25,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,0,3
140,NA,NA,4,3,NA,NA,--43--,0,1,0,1,3,1,1,0.5,0.5,1,1,1,0,0,NA,3
141,NA,NA,NA,NA,NA,NA,------,0,0.75,1,2,2,1,0,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,1,0,5
142,NA,NA,1,2,NA,NA,--12--,0,0.75,0,3,3,NA,1,1,0.75,1,1,0.6700000166893005,0,1,1,7
143,NA,NA,5,2,NA,NA,--52--,0,0.25,0,4,5,1,1,1,0.75,0.6700000166893005,0.5,0.33000001311302185,0,0,1,4
144,NA,NA,5,4,NA,NA,--54--,0,0.5,1,4,2,1,0,0,0.25,0.8399999737739563,1,1,0,1,0,2
145,NA,NA,NA,NA,NA,NA,------,0,1,1,4,6,1,0,1,1,1,1,1,NA,0,1,7
146,NA,NA,NA,NA,NA,NA,------,0,1,0,3,6,1,1,0.8399999737739563,0.5,0.8399999737739563,1,0.8399999737739563,NA,0,1,7
147,NA,NA,6,3,NA,NA,--63--,0,0.5,1,6,4,NA,0,0.33000001311302185,0.75,0.5,0.6700000166893005,0.5,0,0,NA,6
148,NA,NA,4,1,NA,NA,--41--,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,5
149,NA,NA,NA,NA,NA,NA,------,0,0.5,0,8,3,1,1,0.5,0.25,0.5,0.5,0.5,NA,0,NA,5
150,NA,NA,3,2,NA,NA,--32--,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,5
151,NA,NA,3,2,NA,NA,--32--,0,1,0,4,5,1,1,0.5,1,1,1,0.8399999737739563,0,1,NA,6
152,NA,NA,5,1,NA,NA,--51--,0,1,1,2,2,1,0,0.5,1,1,1,1,1,1,NA,5
153,NA,NA,6,4,NA,NA,--64--,0,1,0,7,5,1,1,0,1,1,0.8399999737739563,0,0,1,0,3
154,NA,NA,2,3,NA,NA,--23--,0,0.75,1,2,3,1,0,1,0.75,1,1,1,0,1,1,4
155,NA,NA,4,3,NA,NA,--43--,0,0.5,0,3,4,1,1,0.5,0.75,0.5,0.8399999737739563,0.6700000166893005,0,0,NA,7
156,NA,NA,3,1,NA,NA,--31--,0,1,0,3,5,0,1,0.8399999737739563,1,1,1,1,1,1,1,7
157,NA,NA,3,4,NA,NA,--34--,0,1,1,4,5,1,0,0.1599999964237213,0.75,1,1,0.8399999737739563,0,1,0,3
158,NA,NA,5,1,NA,NA,--51--,0,0.5,1,4,2,1,0,0.5,0.5,0.5,0.5,NA,1,0,NA,5
159,NA,NA,3,2,NA,NA,--32--,0,0.75,1,6,3,1,0,0.6700000166893005,1,1,1,1,0,0,NA,7
160,NA,NA,3,4,NA,NA,--34--,1,0.75,1,5,4,1,0,1,1,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,5
161,NA,NA,3,4,NA,NA,--34--,1,0.5,0,2,2,1,1,1,0.5,1,1,1,0,0,1,7
162,NA,NA,6,3,NA,NA,--63--,1,1,1,4,3,1,0,0.1599999964237213,1,0.8399999737739563,0.8399999737739563,1,0,1,0,3
163,NA,NA,3,1,NA,NA,--31--,1,0.75,1,6,5,1,0,0.6700000166893005,0.5,0.6700000166893005,0.8399999737739563,0.6700000166893005,1,0,NA,7
164,NA,NA,6,4,NA,NA,--64--,1,0.5,1,5,6,1,0,0,0.5,0.5,0.5,0.5,0,0,0,7
165,NA,NA,4,1,NA,NA,--41--,1,1,0,3,2,1,1,0.1599999964237213,1,1,1,1,1,1,0,6
166,NA,NA,4,3,NA,NA,--43--,1,0.5,1,4,5,1,0,0.6700000166893005,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,NA,4
167,NA,NA,5,2,NA,NA,--52--,1,0.75,0,2,2,0,1,1,0.75,0.6700000166893005,1,0.8399999737739563,0,0,1,6
168,NA,NA,6,3,NA,NA,--63--,1,0.75,1,6,5,1,0,0,0.75,0.5,0.6700000166893005,0.5,0,0,0,7
169,NA,NA,1,3,NA,NA,--13--,1,1,0,2,NA,0,1,1,1,1,1,1,0,1,1,7
170,NA,NA,1,2,NA,NA,--12--,1,0.75,1,13,6,1,0,0.6700000166893005,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,NA,7
171,NA,NA,5,1,NA,NA,--51--,1,0.75,0,4,2,1,1,0.5,0.75,1,1,1,1,1,NA,4
172,NA,NA,NA,NA,NA,NA,------,1,0.25,1,2,3,0,0,1,0.5,0.33000001311302185,0.33000001311302185,0.33000001311302185,NA,0,1,5
173,NA,NA,NA,NA,NA,NA,------,1,0.75,1,3,5,1,0,1,1,1,1,1,NA,1,1,4
174,NA,NA,4,3,NA,NA,--43--,1,1,0,2,2,1,1,0.5,1,0.8399999737739563,1,0.6700000166893005,0,1,NA,4
175,NA,NA,6,5,NA,NA,--65--,1,1,1,5,5,1,0,0,1,0.5,1,0.5,0,1,0,6
176,NA,NA,4,1,NA,NA,--41--,1,1,0,2,3,1,1,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,0,1,6
177,NA,NA,5,1,NA,NA,--51--,1,1,0,8,6,1,1,0.8399999737739563,0.75,1,1,1,1,1,1,5
178,NA,NA,3,2,NA,NA,--32--,1,1,1,7,5,1,0,1,0,0.6700000166893005,1,0.5,0,0,1,7
179,NA,NA,6,5,NA,NA,--65--,1,1,0,2,4,1,1,0,1,1,1,1,0,1,0,6
180,NA,NA,6,2,NA,NA,--62--,1,0.75,0,3,4,0,1,0.5,0.75,1,1,0.8399999737739563,0,1,NA,4
181,NA,NA,3,1,NA,NA,--31--,1,1,1,3,5,0,0,0.1599999964237213,1,0.5,0.6700000166893005,0.6700000166893005,1,1,0,2
182,NA,NA,NA,NA,NA,NA,------,1,1,1,6,2,1,0,1,1,1,1,1,NA,1,1,5
183,NA,NA,5,6,NA,NA,--56--,1,0.75,0,3,3,1,1,0.8399999737739563,0.75,1,1,1,0,1,1,6
184,NA,NA,5,4,NA,NA,--54--,1,1,1,13,5,1,0,0,1,0.8399999737739563,1,1,0,1,0,3
185,NA,NA,3,1,NA,NA,--31--,1,1,0,5,6,1,1,1,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,7
186,NA,NA,4,1,NA,NA,--41--,1,0.75,1,4,4,1,0,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,7
187,NA,NA,6,4,NA,NA,--64--,1,0.25,0,4,2,1,1,0.1599999964237213,0,1,1,1,0,0,0,6
188,NA,NA,NA,NA,NA,NA,------,1,1,0,9,6,1,1,0,1,0.8399999737739563,1,0.8399999737739563,NA,1,0,6
189,NA,NA,1,2,NA,NA,--12--,1,1,1,4,2,1,0,1,1,1,1,1,0,1,1,6
190,NA,NA,6,2,NA,NA,--62--,1,1,1,4,3,0,0,0,1,1,1,1,0,0,0,3
191,NA,NA,6,1,NA,NA,--61--,1,0.75,0,3,4,1,1,1,0.5,1,1,1,1,0,1,5
192,NA,NA,NA,NA,NA,NA,------,1,0.75,0,3,3,1,1,0,0,0.1599999964237213,0.1599999964237213,0.1599999964237213,NA,0,0,7
193,NA,NA,5,1,NA,NA,--51--,1,0.75,0,2,3,1,1,0.5,0.5,0.6700000166893005,0.8399999737739563,0.5,1,1,NA,8
194,NA,NA,4,1,NA,NA,--41--,1,1,0,5,4,0,1,0.8399999737739563,1,1,1,1,1,0,1,7
195,NA,NA,6,2,NA,NA,--62--,1,1,1,2,3,0,0,1,0.75,1,1,1,0,0,1,2
